year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,sale_date,sale_time
2014,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sb4e7121259,GA,43,39865,White,Black,avis corporation,12750,12300,2015-03-03,01:30:00
2013,Chevrolet,Malibu,LS Fleet,Sedan,Automatic,1g11a5sa0df240875,NC,43,91960,Black,Gray,ge fleet services for itself/servicer,9700,10400,2015-03-03,01:15:00
2012,Chevrolet,Traverse,LT,SUV,Automatic,1gnkrged6cj343047,FL,31,56876,White,Black,fox rent a car,16600,17000,2015-03-03,01:30:00
2013,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg7dr630172,CA,43,73136,Gray,Black,the hertz corporation,13300,13300,2015-03-03,04:30:00
2014,Ford,Explorer,Limited,SUV,Automatic,1fm5k8f82egb11946,MD,38,53061,Gray,Beige,avis corporation,25100,24500,2015-03-03,01:30:00
2012,Ford,Fiesta,SE,Hatchback,Manual,3fadp4ej5cm187393,MO,48,11956,Green,Black,ford motor credit company llc,10000,10000,2015-03-03,03:00:00
2014,Ford,Focus,SE,Sedan,Automatic,1fadp3f21el119615,OH,44,34599,Silver,Gray,avis corporation,11700,11500,2015-03-03,02:30:00
2013,Ford,Fusion,Titanium,Sedan,Automatic,3fa6p0k92dr281683,MO,41,42641,Black,Black,ford-lincoln dealer program,17000,16500,2015-03-03,03:00:00
2010,Ford,Ranger,SPORT,Supercab,Manual,1ftlr4fe0apa28564,OH,43,76329,Red,Gray,stratton auto sales inc,12500,12750,2015-03-03,01:30:00
2012,Honda,Accord,LX-S,Coupe,Automatic,1hgcs1b30ca015067,NC,49,27849,Red,Beige,suntrust bank,12700,14000,2015-03-03,01:15:00
2013,Honda,Odyssey,EX-L,Minivan,Automatic,5fnrl5h69db003605,FL,43,21124,White,Beige,summer enterprises of miami inc,27300,27200,2015-03-03,01:30:00
2013,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae3du814228,GA,25,43608,Silver,Gray,hyundai of gadsden,11050,11200,2015-03-03,01:30:00
2007,Jeep,Wrangler,Unlimited Sahara,SUV,Manual,1j4ga59137l203004,MD,36,87017,Black,Gray,annapolis subaru inc,16350,14700,2015-03-03,01:30:00
2006,Kia,Sorento,LX,SUV,Automatic,kndjd733165595234,GA,29,98082,Black,Tan,nationwide financial inc,4150,5400,2015-03-03,05:10:00
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap3bc864025,GA,42,49484,Black,Black,nissan-infiniti lt,15900,16000,2015-03-03,01:30:00
2012,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk2cu134359,OH,41,29308,Gray,Black,toyota financial services,15000,14700,2015-03-03,01:30:00
2011,Toyota,Sienna,XLE 8-Passenger,Minivan,Automatic,5tdyk3dc1bs103740,MO,43,73354,Gold,Tan,green toyota,19350,20500,2015-03-03,03:00:00
2012,Toyota,Tundra,Tundra FFV,Double Cab,Automatic,5tfuw5f19cx243668,OH,18,46652,Gray,Black,toyota financial services,24100,21400,2015-03-03,01:30:00
2014,Bmw,X1,xDrive28i,SUV,Automatic,wbavl1c50evy20872,CO,48,7385,Blue,Beige,the auto connection,28300,29000,2015-03-04,03:45:00
1999,Buick,Regal,LS,Sedan,Automatic,2g4wb52k3x1578409,IN,2,1,Burgundy,Beige,dealer consignor,2400,700,2015-03-04,05:00:00
2012,Chevrolet,Cruze,Eco,Sedan,Automatic,1g1pj5sc9c7151794,WI,28,56400,Red,Gray,gm financial leasing,9850,10600,2015-03-04,02:00:00
2014,Chevrolet,Express,LS 3500,Van,Automatic,1gazg1fg0e1183116,PA,38,11322,White,Gray,brian s richmond enterprise inc,25600,25300,2015-03-04,01:00:00
2005,Dodge,Dakota,SLT,Quad Cab,Automatic,1d7he48k85s160596,NJ,26,134005,Blue,Gray,lester glenn buick,4675,4000,2015-03-04,01:30:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,Automatic,1fbne3bl3eda47852,TX,27,21542,White,Gray,avis budget group,19650,19300,2015-03-04,02:30:00
2014,Ford,Expedition,EL King Ranch,SUV,Automatic,1fmjk1j57eef15291,TN,36,33339,White,Tan,avis budget group,32100,20100,2015-03-04,02:30:00
2011,Ford,Explorer,XLT,SUV,Automatic,1fmhk7d82bga79795,TX,35,53406,White,Gray,ford motor credit company llc,19450,20100,2015-03-04,02:30:00
2012,Ford,F-150,Platinum,SuperCrew,Automatic,1ftfw1efxcfc46597,NY,39,24844,White,Brown,ford motor credit company llc,34300,34000,2015-03-04,01:20:00
2012,Ford,F-150,XLT,Supercab,Automatic,1ftfx1cf1cfa21498,TX,36,49857,White,Gray,santander consumer,18350,18900,2015-03-04,02:00:00
2014,Ford,F-250 Super Duty,Lariat,Crew Cab,Automatic,1ft7w2bt4eea01968,TN,35,29785,—,Brown,ford-lincoln dealer program,46200,47400,2015-03-04,02:30:00
2007,Honda,Civic,LX,Sedan,Automatic,2hgfa16557h502428,NJ,27,85891,Blue,Gray,holman ford lincoln turnersville,5925,5900,2015-03-04,01:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4dm716835,FL,43,24189,Black,Black,nissan infiniti lt,21100,20200,2015-03-04,01:00:00
2006,Kia,Sedona,LX,Minivan,Automatic,kndmb233x66036989,TX,22,117161,Blue,Gray,wells fargo dealer services,2925,1900,2015-03-04,02:00:00
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,Automatic,wddhf5kb3ca610475,CA,43,27041,White,Off-White,mercedes-benz financial services,29700,29750,2015-03-04,04:30:00
2011,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap2bn498720,TX,1,44585,Gray,Black,security service fcu (sscu),10550,3600,2015-03-04,04:30:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap6cc171296,FL,39,38306,Black,Black,nissan-infiniti lt,12150,12000,2015-03-04,01:00:00
2014,Scion,tC,Base,Hatchback,Manual,jtkjf5c77e3068688,TX,37,13479,Black,Black,tdaf remarketing,16650,15300,2015-03-04,02:15:00
2000,Bmw,3 Series,328i,Sedan,Automatic,wbaam5344yfr16870,FL,28,170728,White,Black,westlake financial services,1975,2200,2015-03-05,07:00:00
2013,Chevrolet,Camaro,SS,Convertible,Automatic,2g1fk3dj8d9227594,AZ,29,43898,Black,Black,the hertz corporation,23400,23200,2015-03-05,03:00:00
2013,Chevrolet,Camaro,SS,Convertible,Automatic,2g1fk3dj9d9192399,CA,34,48618,Silver,Black,the hertz corporation,23200,22800,2015-03-05,04:00:00
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,Automatic,2g1wc5e37e1182074,IL,4,16206,Gray,Gray,gm remarketing,15200,14600,2015-03-05,03:00:00
2005,Chevrolet,TrailBlazer EXT,LS,SUV,Automatic,1gnet16s856110656,GA,25,178610,Blue,Gray,roswell auto brokers inc,2375,2500,2015-03-05,02:00:00
2007,Ford,Edge,SEL Plus,SUV,Automatic,2fmdk49c47ba93027,IL,27,104120,Gray,Black,mccarthy ford inc,8950,9400,2015-03-05,02:00:00
2005,Ford,Expedition,XLT,SUV,Automatic,1fmpu16545lb06786,NE,35,125569,White,Tan,anderson ford lincoln,4525,6000,2015-03-05,03:00:00
2014,Ford,Explorer,XLT,SUV,Automatic,1fm5k8d87ega92409,MN,41,35798,—,Gray,wheels ltd,28500,26400,2015-03-05,02:45:00
2008,Honda,Accord,LX-P,Sedan,Automatic,1hgcp26498a139145,FL,21,103050,Silver,Gray,santander consumer,8300,7000,2015-03-05,01:35:00
2011,Honda,CR-V,LX,SUV,Automatic,jhlre4h33bc016924,NY,26,186148,Black,Gray,mike albert leasing  inc,9900,9100,2015-03-05,01:15:00
2008,Jeep,Compass,Sport,SUV,Automatic,1j8ff47w98d613256,GA,27,99857,Red,Beige,wells fargo dealer services,5900,5100,2015-03-05,02:00:00
2007,Kia,Sportage,LX,SUV,Automatic,kndjf724877432722,TX,37,64855,Gray,Gray,rii,5050,5700,2015-03-05,03:00:00
2004,Lexus,ES 330,Base,Sedan,Automatic,jthba30g040011590,CA,2,128074,Silver,Beige,santander consumer,5250,3700,2015-03-05,04:00:00
2015,Lincoln,MKC,Base,SUV,Automatic,5lmcj1a90fuj00879,TN,5,7598,Gray,Black,ford motor credit company,33400,34200,2015-03-05,03:00:00
2014,Mazda,Mazda6,i Grand Touring,Sedan,Automatic,jm1gj1w57e1102546,FL,49,2369,White,Black,courtesy chrysler jeep dodge,24000,23800,2015-03-05,01:50:00
2007,Mitsubishi,Galant,ES,Sedan,Automatic,4a3ab36f27e085137,NY,21,151109,White,Gray,mangino value center inc,2800,1850,2015-03-05,01:45:00
2007,Nissan,Maxima,3.5 SL,Sedan,Automatic,1n4ba41e97c846259,GA,21,247170,Red,Black,tdaf remarketing,2100,2200,2015-03-05,02:00:00
2007,Pontiac,G6,Base,Sedan,Automatic,1g2zg57n274189694,MN,2,92907,Blue,Black,onemain rem/vossen motors,4725,6500,2015-03-05,02:45:00
2012,Toyota,Yaris,LE,Hatchback,Automatic,jtdjtud30cd506481,OH,42,57882,Red,Gray,dt credit corporation,8025,8200,2015-03-05,01:00:00
2010,Ford,F-350 Super Duty,XL,Crew Cab,Automatic,1ftww3br8aea04789,NV,37,55086,Red,Brown,viva auto sales llc,27800,32250,2015-03-06,04:00:00
2012,Honda,Civic,LX,Coupe,Automatic,2hgfg3b54ch562341,PA,45,19085,Gray,Gray,manchester motors,12950,11600,2015-03-06,01:00:00
2010,Chrysler,Town and Country,Touring Plus,Minivan,Automatic,2a4rr8dx9ar334158,NC,36,57415,Black,Gray,primeritus remarketing/piedmont aviation,12400,12200,2015-03-09,02:30:00
2003,Gmc,Yukon,Denali,SUV,Automatic,1gkek63u83j213783,NC,23,192569,Black,Gray,credit acceptance corp/vrs/southfield,3900,3700,2015-03-09,02:30:00
2009,Bmw,X5,xDrive35d,SUV,Automatic,5uxff03549lj97992,FL,32,36721,Black,Brown,tdaf remarketing,20800,24400,2015-03-10,02:00:00
2008,Chevrolet,Silverado 1500,Work Truck,Extended Cab,Automatic,2gcec19jx81257780,OH,45,93422,Gray,Gray,pauley motor car co preowned vehicles llc,13000,13000,2015-03-10,02:30:00
2005,Chrysler,Town and Country,Limited,Minivan,Automatic,2c8gp64l35r189689,TN,26,128276,Red,Tan,essen motor company inc,3675,4500,2015-03-10,03:30:00
2013,Ford,F-150,XLT,SuperCrew,Automatic,1ftfw1ef6dfc06972,FL,41,21877,Blue,Gray,tdaf remarketing,26100,27800,2015-03-10,02:00:00
2012,Ford,F-250 Super Duty,Lariat,Crew Cab,Automatic,1ft7w2btxceb33565,FL,42,41670,Black,Tan,murray ford mercury inc,40600,42600,2015-03-10,02:30:00
2013,Ford,Focus,SE,Hatchback,Automatic,1fadp3k25dl152606,MA,37,53336,Gray,Gray,the hertz corporation,9975,10400,2015-03-10,02:30:00
2012,Ford,Fusion,SEL,Sedan,Automatic,3fahp0ja5cr434060,MO,34,13234,—,Black,ford motor credit company llc pd,15100,11700,2015-03-10,03:30:00
2006,Honda,Civic,LX,Coupe,Automatic,2hgfg12676h565512,MA,22,133130,White,Tan,clay nissan,4600,3800,2015-03-10,03:00:00
2010,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdu4ad0au167933,MD,19,99343,Black,Beige,jpmorgan chase bank n.a.,5300,4100,2015-03-10,02:30:00
2012,Hyundai,Sonata,Limited,Sedan,Automatic,5npec4ab2ch397030,OH,39,43529,Silver,Black,wholesale inc # 2,15600,16100,2015-03-10,02:30:00
2010,Mazda,Mazda3,i SV,Sedan,Automatic,jm1bl1sf3a1216329,FL,2,31540,White,Black,d&a fine cars,8025,7400,2015-03-10,02:20:00
1999,Mercedes-Benz,S-Class,S320 LWB,Sedan,Automatic,wdbga33g2xa425633,TN,33,196427,White,Tan,essen motor company inc,625,1400,2015-03-10,03:30:00
2008,Toyota,Camry Hybrid,Base,Sedan,Automatic,4t1bb46k08u032353,MA,28,68615,Gray,Tan,boch new to you superstore,8675,9000,2015-03-10,03:00:00
2011,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4ee0bc752735,FL,39,38457,White,Tan,world omni financial corporation,10550,11300,2015-03-10,02:30:00
2012,Toyota,Corolla,S,Sedan,Automatic,5yfbu4ee2cp054841,TX,46,38578,Gray,Black,bank of america,12200,12800,2015-03-10,03:30:00
2012,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee3cp039393,FL,45,19782,Silver,Gray,world omni financial corporation,12050,12000,2015-03-10,02:30:00
2013,Toyota,Highlander,Limited,SUV,Automatic,5tddk3eh8ds202065,OH,46,36848,White,Gray,pauley motor car co preowned vehicles llc,30400,31000,2015-03-10,02:30:00
2002,Volkswagen,Golf,GLS,Hatchback,Manual,9bwgk61j924074585,MD,32,168228,Silver,Gray,darcars of fairfax,1450,2100,2015-03-10,02:30:00
2014,Nissan,Murano,SL,SUV,Automatic,jn8az1mw1ew513555,TN,3,22050,—,Tan,nissan north america inc.,26000,23200,2015-03-26,03:00:00
2004,Subaru,Baja,Turbo,Crew Cab,Manual,4s4bt63c846102203,NY,32,154304,Off-White,Black,cellexpress inc,4200,3800,2015-04-08,02:50:00
2012,Ford,Escape,XLT,SUV,Automatic,1fmcu0d73ckc47560,PA,19,131961,Red,Beige,lease plan usa,9550,6300,2015-04-21,02:30:00
2012,Chevrolet,Traverse,LT,SUV,Automatic,1gnkvjed8cj144946,NJ,27,49777,Silver,Black,the hertz corporation,21100,16800,2015-04-29,02:30:00
2012,Honda,Accord,SE,Sedan,Automatic,1hgcp2f63ca148174,PA,35,29818,Gray,Black,ahfc/honda lease trust/hvt  inc. eot,13550,12000,2015-05-08,02:00:00
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap3dc247693,TX,38,57148,Silver,Black,dtg operations inc,11300,11250,2015-05-13,03:00:00
2008,Chrysler,PT Cruiser,Base,Convertible,Automatic,3c3hy55x48t137234,CA,29,112158,White,Beige,top auto,3100,3400,2015-05-19,05:30:00
2006,Dodge,Charger,SE,Sedan,Automatic,2b3la43r46h292186,FL,19,107180,Gray,Black,autonation chevrolet west colonial,5450,4700,2015-05-19,09:00:00
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4aexdh307230,CA,37,19682,Silver,Gray,hyundai motor finance,11650,11100,2015-05-19,05:30:00
2012,Nissan,Altima,2.5,Sedan,Automatic,1n4al2apxcn524370,CA,29,46447,Gray,Gray,nissan motor acceptance corporation,10700,10500,2015-05-19,05:30:00
2006,Bmw,X5,4.4i,SUV,Automatic,5uxfb53576lv23918,AZ,28,59033,Black,Black,larry h miller toyota peoria,10400,10200,2015-05-21,05:30:00
2013,Chevrolet,Equinox,LTZ,SUV,Automatic,2gnflgek4d6264234,TX,43,49586,Silver,Black,the hertz corporation,17200,17000,2015-05-21,04:00:00
2013,Dodge,Journey,SXT,SUV,Automatic,3c4pdcbg7dt619265,MS,39,64630,Black,Black,fiserv/global lending services,12450,12600,2015-05-21,03:30:00
2006,Ford,Freestar,SE,Minivan,Automatic,2fmda51636ba29347,FL,19,115561,White,Gray,independent credit inc,2425,2100,2015-05-21,05:30:00
2009,Gmc,Sierra 1500,Work Truck,Extended Cab,Automatic,1gtek19059z167309,MI,49,35102,Blue,Black,automobiles paille inc,14100,17500,2015-05-21,02:30:00
2007,Honda,Accord,EX-L V-6,Sedan,Automatic,1hgcm66567a043870,NE,19,97839,Gray,Tan,wells fargo dealer services,7600,7100,2015-05-21,03:30:00
2013,Hyundai,Elantra,Limited,Sedan,Automatic,5npdh4ae5dh266036,GA,36,30707,Gray,Black,hyundai motor finance,13550,12400,2015-05-21,03:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4dm715653,CA,43,29698,Gray,Black,nissan infiniti lt,20200,20000,2015-05-21,05:30:00
2014,Kia,Rio,LX,Sedan,Automatic,knadm4a39e6329545,PR,2,1,Red,Black,puerto rican cars inc,11800,2100,2015-05-21,04:00:00
